"ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position","end_position"
"FBgn0086711","mol","moladietz","protein_coding","2L",14975747,14997559
"FBgn0086712","Egm","Enigma","protein_coding","2R",11616869,11619023
"FBgn0039237","CG13640","","protein_coding","3R",24861659,24862165
"FBgn0030960","Atg101","Autophagy-related 101","protein_coding","X",18791668,18793517
"FBgn0021814","Vps28","Vacuolar protein sorting 28","protein_coding","2R",8078869,8080041
"FBgn0042179","Ugt305A1","UDP-glycosyltransferase family 305 member A1","protein_coding","3L",4059770,4061923
"FBgn0267308","lncRNA:CR45744","long non-coding RNA:CR45744","ncRNA","3L",6162695,6163102
"FBgn0051913","CG31913","","protein_coding","2L",5784031,5784893
"FBgn0027872","rdgBbeta","rdgBbeta","protein_coding","2R",17695776,17698362
"FBgn0000212","brm","brahma","protein_coding","3L",15970082,15982869
"FBgn0003124","polo","polo","protein_coding","3L",20309654,20313466
"FBgn0008646","E5","E5","protein_coding","3R",13867345,13874916
"FBgn0262481","CG43071","","protein_coding","2R",18864621,18865218
"FBgn0003129","Poxm","Pox meso","protein_coding","3R",8319025,8333792
"FBgn0266146","lncRNA:CR44852","long non-coding RNA:CR44852","ncRNA","2L",14532484,14533471
"FBgn0267753","lncRNA:CR46084","long non-coding RNA:CR46084","ncRNA","3R",26541292,26543209
"FBgn0262483","Rbp","RIM-binding protein","protein_coding","3R",15374635,15402543
"FBgn0037918","CG6791","","protein_coding","3R",11585354,11590146
"FBgn0037916","CG5342","","protein_coding","3R",11578826,11581476
"FBgn0053744","sncRNA:430r","small non-coding RNA 430r","ncRNA","2L",21528480,21528515
"FBgn0053746","sncRNA:430t","small non-coding RNA 430t","ncRNA","2L",21538367,21538402
"FBgn0053741","sncRNA:430o","small non-coding RNA 430o","ncRNA","2L",21513749,21513784
"FBgn0267751","asRNA:CR46082","antisense RNA:CR46082","ncRNA","3R",30135008,30137581
"FBgn0053743","sncRNA:430q","small non-coding RNA 430q","ncRNA","2L",21523637,21523672
"FBgn0053742","sncRNA:430p","small non-coding RNA 430p","ncRNA","2L",21518794,21518829
"FBgn0267300","lncRNA:CR45736","long non-coding RNA:CR45736","ncRNA","3L",23731614,23732177
"FBgn0051546","CG31546","","protein_coding","3R",5634626,5635624
"FBgn0062517","CG16984","","protein_coding","3L",2595781,2596998
"FBgn0027654","jdp","jdp","protein_coding","3R",30517059,30527037
"FBgn0083045","snoRNA:Psi18S-1389b","snoRNA:Psi18S-1389b","snoRNA","2R",21334145,21334299
"FBgn0262487","CG43077","","protein_coding","X",17067304,17068523
"FBgn0267519","28SrRNA-Psi:CR45859","28S ribosomal RNA pseudogene:CR45859","pseudogene","X",23214452,23217140
"FBgn0036509","CG7739","","protein_coding","3L",15560726,15563065
"FBgn0016061","side","sidestep","protein_coding","3R",27375088,27437482
"FBgn0267755","lncRNA:CR46086","long non-coding RNA:CR46086","ncRNA","3R",27503393,27504101
"FBgn0267304","lncRNA:CR45740","long non-coding RNA:CR45740","ncRNA","3L",4799989,4800330
"FBgn0051542","CG31542","","protein_coding","3R",5369540,5371744
"FBgn0039666","Diedel","Diedel","protein_coding","3R",29493852,29494267
"FBgn0003345","sd","scalloped","protein_coding","X",15804370,15827682
"FBgn0039664","CG2006","","protein_coding","3R",29489468,29491383
"FBgn0039665","CG2310","","protein_coding","3R",29491524,29493518
"FBgn0039663","CG2321","","protein_coding","3R",29484783,29489265
"FBgn0262984","CG43292","","protein_coding","3L",7475570,7476247
"FBgn0262987","CG43295","","protein_coding","3L",16105852,16106428
"FBgn0039668","Trc8","TRC8 ring finger protein","protein_coding","3R",29499025,29503797
"FBgn0039669","ND-20L","NADH dehydrogenase (ubiquinone) 20 kDa subunit-like","protein_coding","3R",29515717,29516527
"FBgn0036996","mag","magro","protein_coding","3L",20460683,20462274
"FBgn0267758","asRNA:CR46089","antisense RNA:CR46089","ncRNA","3R",23052916,23057984
"FBgn0033079","Fmo-2","Flavin-containing monooxygenase 2","protein_coding","2R",6642418,6645098
"FBgn0026257","cav","caravaggio","protein_coding","3R",24221103,24223528
"FBgn0284252","Letm1","Leucine zipper and EF-hand containing transmembrane protein 1","protein_coding","2R",24509508,24515320
"FBgn0262980","CG43288","","protein_coding","X",4213025,4213421
"FBgn0263652","lncRNA:CR43643","long non-coding RNA:CR43643","ncRNA","3R",26018027,26019309
"FBgn0263653","lncRNA:CR43644","long non-coding RNA:CR43644","ncRNA","3R",26020479,26021076
"FBgn0263650","lncRNA:CR43641","long non-coding RNA:CR43641","ncRNA","3R",13815279,13815778
"FBgn0263651","lncRNA:CR43642","long non-coding RNA:CR43642","ncRNA","3R",13816231,13817127
"FBgn0263656","CG43647","","protein_coding","2R",7020133,7020746
"FBgn0026255","clumsy","clumsy","protein_coding","2L",21206493,21211818
"FBgn0263654","CG43645","","protein_coding","2L",17485757,17486365
"FBgn0263655","CG43646","","protein_coding","2R",7018760,7019390
"FBgn0284236","CG46320","","protein_coding","3L",5664121,5749599
"FBgn0262982","CG43290","","protein_coding","3R",7348849,7349552
"FBgn0020224","Cbl","Cbl proto-oncogene","protein_coding","3L",8424954,8432246
"FBgn0261238","Alh","Alhambra","protein_coding","3R",7094596,7124185
"FBgn0261239","Hr39","Hormone receptor-like in 39","protein_coding","2L",21237250,21259675
"FBgn0029833","MCTS1","Malignant T cell amplified sequence 1","protein_coding","X",6037892,6039576
"FBgn0029830","Grip","Glutamate receptor interacting protein","protein_coding","X",5966279,5986699
"FBgn0031873","Gas41","Gas41","protein_coding","2L",6949310,6950207
"FBgn0031872","ihog","interference hedgehog","protein_coding","2L",6945464,6948808
"FBgn0031871","Fgop2","Fibroblast growth factor receptor 1 oncogene partner 2","protein_coding","2L",6943178,6945289
"FBgn0029831","CG5966","","protein_coding","X",5988791,5992640
"FBgn0031877","Hmgcl","3-Hydroxymethyl-3-methylglutaryl-CoA lyase","protein_coding","2L",6960377,6961653
"FBgn0031876","Atac1","Ada2a-containing complex component 1","protein_coding","2L",6959099,6960328
"FBgn0031875","CG3430","","protein_coding","2L",6957008,6959104
"FBgn0031874","CG13775","","protein_coding","2L",6954357,6956950
"FBgn0266620","lncRNA:CR45127","long non-coding RNA:CR45127","ncRNA","2R",6508895,6510295
"FBgn0031879","uif","uninflatable","protein_coding","2L",6972828,7010359
"FBgn0031878","sip2","septin interacting protein 2","protein_coding","2L",6961516,6964074
"FBgn0265608","CG44426","","protein_coding","X",20978286,20978868
"FBgn0029837","Tsp5D","Tetraspanin 5D","protein_coding","X",6069131,6074857
"FBgn0265140","Meltrin","Meltrin","protein_coding","3R",14664907,14697292
NA,NA,NA,NA,NA,NA,NA
"FBgn0029834","CG5937","","protein_coding","X",6040005,6050381
"FBgn0263328","lncRNA:CR43409","long non-coding RNA:CR43409","ncRNA","2L",11290632,11291077
"FBgn0260393","CG17147","","protein_coding","3L",20223932,20225324
"FBgn0266623","asRNA:CR45130","antisense RNA:CR45130","ncRNA","2R",7578665,7579929
"FBgn0265142","Ir56e","Ionotropic receptor 56e","pseudogene","2R",19652295,19652826
"FBgn0000808","gd","gastrulation-defective","protein_coding","X",11985154,11987764
"FBgn0052396","betaTub65B","beta-Tubulin at 65B","protein_coding","3L",6530729,6532429
"FBgn0284234","CG46318","","protein_coding","3R",18680604,18685290
"FBgn0034750","CG3732","","protein_coding","2R",22638807,22640201
"FBgn0260396","CG42521","","protein_coding","3L",10623066,10623576
"FBgn0265145","lncRNA:CR44214","long non-coding RNA:CR44214","ncRNA","2R",19656295,19657840
"FBgn0263329","lncRNA:CR43410","long non-coding RNA:CR43410","ncRNA","2L",13632676,13633166
"FBgn0052461","CG32461","","protein_coding","3L",22954421,22955302
"FBgn0265147","lncRNA:CR44216","long non-coding RNA:CR44216","ncRNA","2L",14241071,14241732
"FBgn0024558","Dph5","Diphthamide methyltransferase","protein_coding","3R",22582028,22583225
"FBgn0040060","yip7","yippee interacting protein 7","protein_coding","3L",6035216,6036175
"FBgn0028916","CG33090","","protein_coding","2L",14334158,14345795
"FBgn0034335","GstE1","Glutathione S transferase E1","protein_coding","2R",18398393,18399223
"FBgn0040063","yip3","yippee interacting protein 3","protein_coding","2R",23244044,23245399
"FBgn0033179","p47","p47","protein_coding","2R",7465018,7466759
"FBgn0036219","CCDC151","Coiled-coil domain containing protein 151","protein_coding","3L",11881384,11883546
"FBgn0040066","wds","will die slowly","protein_coding","X",2585980,2588217
"FBgn0034330","BomS4","Bomanin Short 4","protein_coding","2R",18384567,18384911
"FBgn0015268","Nap1","Nucleosome assembly protein 1","protein_coding","2R",23905175,23907294
"FBgn0015269","Nf1","Neurofibromin 1","protein_coding","3R",25983013,25995737
"FBgn0031926","CG6739","","protein_coding","2L",7608389,7616533
"FBgn0034628","Acox57D-p","acyl-Coenzyme A oxidase at 57D proximal","protein_coding","2R",21386309,21389276
"FBgn0038135","CG8773","","protein_coding","3R",13294748,13298288
"FBgn0038134","wntD","wnt inhibitor of Dorsal","protein_coding","3R",13292052,13293198
"FBgn0038136","CG8774","","protein_coding","3R",13298768,13302334
"FBgn0038131","CG15888","","protein_coding","3R",13284946,13286529
"FBgn0038130","CG8630","","protein_coding","3R",13279721,13284527
"FBgn0038133","Osi22","Osiris 22","protein_coding","3R",13290629,13291846
"FBgn0038132","apn","apnoia","protein_coding","3R",13287655,13288813
"FBgn0038139","PK2-R2","Pyrokinin 2 receptor 2","protein_coding","3R",13329070,13334166
"FBgn0053679","CG33679","","protein_coding","2L",15058303,15059120
"FBgn0030494","Cpr12A","Cuticular protein 12A","protein_coding","X",13543643,13544907
"FBgn0051144","asRNA:CR31144","antisense RNA:CR31144","ncRNA","3R",11222414,11223029
"FBgn0263327","lncRNA:CR43408","long non-coding RNA:CR43408","ncRNA","2L",18256531,18257174
"FBgn0010038","GstD2","Glutathione S transferase D2","protein_coding","3R",12371971,12372704
"FBgn0010039","GstD3","Glutathione S transferase D3","protein_coding","3R",12373068,12373813
"FBgn0267022","asRNA:CR45466","antisense RNA:CR45466","ncRNA","X",20656891,20657678
"FBgn0024556","mEFTu1","mitochondrial translation elongation factor Tu 1","protein_coding","2R",13507557,13509332
"FBgn0035953","CG5087","","protein_coding","3L",8998184,9002566
"FBgn0035855","CG7366","","protein_coding","3L",8201078,8202417
"FBgn0051633","CG31633","","protein_coding","2L",6654760,6656321
"FBgn0051632","sens-2","senseless-2","protein_coding","2L",6821934,6838995
"FBgn0040206","krz","kurtz","protein_coding","3R",32045314,32051993
"FBgn0040207","kat80","katanin 80","protein_coding","X",16267007,16276180
"FBgn0051637","CG31637","","protein_coding","2L",6498647,6526996
"FBgn0051636","CG31636","","protein_coding","2L",6656459,6658152
"FBgn0051635","CG31635","","protein_coding","2L",6632798,6649114
"FBgn0051634","Oatp26F","Organic anion transporting polypeptide 26F","protein_coding","2L",6625138,6632407
"FBgn0051184","LSm3","Like Sm 3","protein_coding","3R",23996262,23997017
"FBgn0051639","CG31639","","protein_coding","2L",6153840,6155141
"FBgn0051638","CG31638","","protein_coding","2L",6491061,6496988
"FBgn0040208","Kat60","Katanin 60","protein_coding","3R",5227289,5232209
"FBgn0051183","CG31183","","protein_coding","3R",15857871,15875939
"FBgn0038578","MED17","Mediator complex subunit 17","protein_coding","3R",18189072,18191265
"FBgn0026479","Drp1","Dynamin related protein 1","protein_coding","2L",2581281,2585430
"FBgn0050326","tRNA:Val-AAC-2-2","transfer RNA:Valine-AAC 2-2","tRNA","2R",19415271,19415343
"FBgn0038575","CG7208","","protein_coding","3R",18183656,18185715
"FBgn0050324","CG30324","","protein_coding","2R",16287586,16288233
"FBgn0050325","CG30325","","protein_coding","2R",17877543,17880012
"FBgn0050323","CG30323","","protein_coding","2R",17853295,17854296
"FBgn0263600","PolD1","DNA polymerase delta subunit 1","protein_coding","3L",15984322,15987815
"FBgn0038577","CG12321","","protein_coding","3R",18187805,18188707
"FBgn0265928","lncRNA:CR44717","long non-coding RNA:CR44717","ncRNA","3L",11248129,11251001
"FBgn0011863","tRNA:Gly-GCC-1-5","transfer RNA:Glycine-GCC 1-5","tRNA","2L",14518307,14518377
"FBgn0263602","Tasp1","Taspase 1","protein_coding","3L",16085221,16087525
"FBgn0264855","AP-2alpha","Adaptor Protein complex 2, alpha subunit","protein_coding","2L",408030,414777
"FBgn0264857","lncRNA:iab8","long non-coding RNA:iab8","ncRNA","3R",16831116,16923231
"FBgn0021847","Ttc7","Tetratricopeptide repeat domain 7","protein_coding","2R",6209782,6214122
"FBgn0038571","CG7215","","protein_coding","3R",18165442,18167273
"FBgn0083991","CG34155","","protein_coding","3R",30554554,30560199
"FBgn0083990","lncRNA:sphinx","long non-coding RNA:sphinx","ncRNA","4",975168,977261
"FBgn0083992","Mkp","MAP kinase-specific phosphatase","protein_coding","3L",182522,184540
"FBgn0051457","CG31457","","protein_coding","3R",23126581,23127981
"FBgn0020642","Lcp65Ac","Lcp65Ac","protein_coding","3L",6144819,6145393
"FBgn0051454","CG31454","","protein_coding","3R",8521658,8523520
"FBgn0051453","pch2","pachytene checkpoint 2","protein_coding","3R",8559540,8561764
"FBgn0051451","lncRNA:mimi","mimi","ncRNA","3R",23983503,23985065
"FBgn0035469","Lamtor4","Late endosomal/lysosomal adaptor, MAPK and MTOR activator 4","protein_coding","3L",3896900,3897498
"FBgn0267399","lncRNA:CR45761","long non-coding RNA:CR45761","ncRNA","3R",5890842,5891926
"FBgn0267398","Yeti","Yeti","protein_coding","2R",1343403,1345119
"FBgn0051989","Cap-D3","Chromosome associated protein D3","protein_coding","2L",5525905,5535958
"FBgn0051988","CG31988","","protein_coding","2L",21201493,21202802
"FBgn0051459","CG31459","","protein_coding","3R",19840845,19842040
"FBgn0265720","lncRNA:CR44527","long non-coding RNA:CR44527","ncRNA","3L",8751234,8751669
"FBgn0000119","arr","arrow","protein_coding","2R",13453640,13483229
"FBgn0030836","CG8664","","protein_coding","X",17280918,17282726
"FBgn0030837","CG8661","","protein_coding","X",17283762,17284500
"FBgn0030830","CG5172","","protein_coding","X",17221442,17222651
"FBgn0265725","CG44532","","protein_coding","X",9162092,9163153
"FBgn0265726","Nna1","Nna1 carboxypeptidase","protein_coding","X",13692292,13717835
"FBgn0030833","CG8915","","protein_coding","X",17240468,17245001
"FBgn0265728","lncRNA:CR44535","long non-coding RNA:CR44535","ncRNA","3L",2008722,2010751
"FBgn0265729","lncRNA:CR44536","long non-coding RNA:CR44536","ncRNA","3L",1939242,1940458
"FBgn0050237","tRNA:Gln-CTG-1-1","transfer RNA:Glutamine-CTG 1-1","tRNA","2R",16207635,16207706
"FBgn0030838","CG5445","","protein_coding","X",17282496,17305475
"FBgn0030839","ENGase","Endo-beta-N-acetylglucosaminidase","protein_coding","X",17423591,17428735
"FBgn0000116","Argk1","Arginine kinase 1","protein_coding","3L",9048781,9066027
"FBgn0000117","arm","armadillo","protein_coding","X",1891401,1900646
"FBgn0085290","Targ3","Terminal ADP-ribose protein glycohydrolase 3","protein_coding","3L",21196831,21197738
"FBgn0051321","CG31321","","protein_coding","3R",14310362,14314412
"FBgn0085292","CG34263","","protein_coding","3L",265595,265908
"FBgn0037898","Dtd","D-aminoacyl-tRNA deacylase","protein_coding","3R",11430061,11430762
"FBgn0085294","CG34265","","protein_coding","3L",3268461,3268994
"FBgn0085295","CG34266","","protein_coding","3L",4677832,4678233
"FBgn0085296","CG34267","","protein_coding","3L",500014,500451
"FBgn0036668","Zcchc7","Zinc finger CCHC-type containing 7","protein_coding","3L",16845386,16852350
"FBgn0085298","CG34269","","protein_coding","3L",528337,528996
"FBgn0036666","TSG101","Tumor susceptibility gene 101","protein_coding","3L",16842294,16844585
"FBgn0036665","CG13024","","protein_coding","3L",16809658,16829074
"FBgn0020645","Lcp65Aa","Lcp65Aa","protein_coding","3L",6151304,6151803
"FBgn0036663","CG9674","","protein_coding","3L",16787573,16807731
"FBgn0036662","CG9706","","protein_coding","3L",16783010,16785246
"FBgn0036661","CG9705","","protein_coding","3L",16780100,16782419
NA,NA,NA,NA,NA,NA,NA
"FBgn0032968","CG11634","","protein_coding","2L",21916300,21920324
"FBgn0023513","CG14803","","protein_coding","X",1868870,1872408
"FBgn0032748","CG10492","","protein_coding","2L",19054078,19058821
"FBgn0032749","Phlpp","PH domain leucine-rich repeat protein phosphatase","protein_coding","2L",19059129,19063132
"FBgn0023512","eIF2Bepsilon","eukaryotic translation initiation factor 2B subunit epsilon","protein_coding","X",1920166,1922874
"FBgn0032744","Ttc19","Tetratricopeptide repeat domain 19","protein_coding","2L",19043535,19045148
"FBgn0032961","CG1416","","protein_coding","2L",21758010,21761000
"FBgn0032746","CG10470","","protein_coding","2L",19049076,19049884
"FBgn0032964","CG11630","","protein_coding","2L",21782046,21784065
"FBgn0086558","Ubi-p5E","Ubiquitin-5E","protein_coding","X",6276876,6279647
"FBgn0032966","CG1421","","protein_coding","2L",21902993,21903739
"FBgn0032967","CG1428","","protein_coding","2L",21906289,21908319
"FBgn0001197","His2Av","Histone H2A variant","protein_coding","3R",26866929,26869220
"FBgn0265898","lncRNA:CR44687","long non-coding RNA:CR44687","ncRNA","3L",22029969,22030641
"FBgn0023510","Rbcn-3B","Rabconnectin-3B","protein_coding","X",1908920,1916825
"FBgn0053490","CG33490","","protein_coding","3L",11572797,11574663
"FBgn0265892","lncRNA:CR44681","long non-coding RNA:CR44681","ncRNA","3L",20633020,20633484
"FBgn0023517","Pgam5","Phosphoglycerate mutase 5","protein_coding","X",1872400,1873565
"FBgn0265890","lncRNA:CR44679","long non-coding RNA:CR44679","ncRNA","3L",20104503,20105544
"FBgn0265891","lncRNA:CR44680","long non-coding RNA:CR44680","ncRNA","3L",20626601,20627624
"FBgn0265896","lncRNA:CR44685","long non-coding RNA:CR44685","ncRNA","3L",20652906,20654126
"FBgn0041004","CG17715","","protein_coding","2L",22844220,22854541
"FBgn0265894","lncRNA:CR44683","long non-coding RNA:CR44683","ncRNA","3L",20626580,20628498
"FBgn0267240","lncRNA:CR45680","long non-coding RNA:CR45680","ncRNA","3R",13617750,13618559
"FBgn0036168","CG7512","","protein_coding","3L",11513705,11518904
"FBgn0065098","RNaseMRP:RNA","Ribonuclease MRP RNA","ncRNA","3R",23730048,23730429
